outcome,predictor,beta_coefficient,ci_lower,ci_upper,p_value,regression_type,p_gt_0.2
Mortality in Hospital,Minocycline,-0.8795337704033818,-2.989048155914024,1.22998061510726,0.4138251510505586,logistic,True
Mortality in Hospital,Trimethoprim/Sulfamethoxazole,7.781197160361016,-4686.635193791005,4702.197588111728,0.9974078973285392,logistic,True
Mortality in Hospital,Ampicillin Sulbactam,3.7303306502608105,-348.0324041298363,355.4930654303579,0.9834173328624078,logistic,True
Mortality in Hospital,Meropenem.T,13.090862976925214,-1791.5974245590708,1817.779150512921,0.9886566952648855,logistic,True
Mortality in Hospital,P/C-Sulbactam.T,1.0019951192167662,-1.5261734501268696,3.530163688560402,0.4372784101900944,logistic,True
Mortality in Hospital,Clinical Improvement,1.2130409260678452,-1.500378406910426,3.9264602590461166,0.3809176092540423,logistic,True
Mortality in Hospital,ICU Stay in 28 Days,-0.10462882903673842,-0.46511454762735843,0.2558568895538816,0.5694458231110642,logistic,True
Mortality in Hospital,GW Stay in 28 Days,0.15004690178093738,-0.07288524340568675,0.3729790469675615,0.1871105978333928,logistic,False
Mortality in Hospital,Total Hospital Stay,0.06583710868280913,-0.13222097999209426,0.2638951973577125,0.5147123177346344,logistic,True
Mortality in Hospital,Mortality in ICU,-11.891614898498311,-865.8807733690951,842.0975435720984,0.9782267770426546,logistic,True
Mortality in Hospital,Mortality post 28 Day Discharge,-11.778417755808233,-1427.3276132566232,1403.7707777450066,0.9869883944717343,logistic,True
Mortality in Hospital,Overall Mortality,13.58954559735868,-973.8838168312974,1001.0629080260147,0.9784813490906672,logistic,True
Mortality in Hospital,Relapse post 28 Day Discharge,-9.141838648145493,-308.62673405852007,290.3430567622291,0.9522923795930838,logistic,True
Mortality in Hospital,Other Illness Leading to Hospitalization post 28 Days Discharge,-9.141838648145495,-308.62673405852036,290.34305676222937,0.9522923795930838,logistic,True
